player_id,web_name,first_name,second_name,team,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,form,minutes,status
24,Nørgaard,Christian,Nørgaard,Arsenal,5.2,0.1,217,339,2,0.0,14,a
25,Nwaneri,Ethan,Nwaneri,Arsenal,5.1,0.1,207,390,8,0.2,165,a
26,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,5.2,2.3,7478,16583,56,1.6,1320,a
28,Kabia,Ismeal,Kabia,Arsenal,4.5,0.1,0,153,0,0.0,0,u
29,Sambi,Albert,Sambi Lokonga,Arsenal,4.5,0.1,0,56,0,0.0,0,u
30,Havertz,Kai,Havertz,Arsenal,7.3,0.3,83,266,1,0.0,30,i
31,G.Jesus,Gabriel,Fernando de Jesus,Arsenal,6.4,0.2,7334,1892,1,0.2,9,a
266,Eze,Eberechi,Eze,Arsenal,7.7,17.6,53304,286730,66,5.0,991,a
662,Mosquera,Cristhian,Mosquera,Arsenal,5.4,0.1,29,1241,17,0.6,429,i
666,Gyökeres,Viktor,Gyökeres,Arsenal,8.8,10.5,7780,59859,41,0.8,951,a
700,Dowman,Max,Dowman,Arsenal,4.3,0.4,1653,5333,5,0.0,27,i
711,Harriman-Annous,Andre,Harriman-Annous,Arsenal,4.5,0.0,57,57,0,0.0,0,a
725,Hincapie,Piero,Hincapié,Arsenal,5.5,2.9,17857,15290,20,3.6,473,a
759,Salmon,Marli,Salmon,Arsenal,4.0,0.0,136,60,0,0.0,0,a
32,Martinez,Emiliano,Martínez Romero,Aston Villa,5.1,3.3,2679,43096,54,2.8,1080,d
33,M.Bizot,Marco,Bizot,Aston Villa,4.2,0.4,792,885,9,0.4,360,a
34,Gauci,Joe,Gauci,Aston Villa,4.0,0.1,0,214,0,0.0,0,u
35,Marschall,Filip,Marschall,Aston Villa,4.0,0.0,0,21,0,0.0,0,u
36,Cash,Matty,Cash,Aston Villa,4.9,13.4,80625,68102,73,4.2,1412,a
37,Digne,Lucas,Digne,Aston Villa,4.5,1.8,4761,11066,52,2.0,987,a
38,Konsa,Ezri,Konsa Ngoyo,Aston Villa,4.4,7.7,14846,23480,47,2.8,1325,a
39,Maatsen,Ian,Maatsen,Aston Villa,4.2,0.5,2783,1393,11,1.0,447,a
40,Mings,Tyrone,Mings,Aston Villa,4.3,0.6,38,1778,24,0.0,497,i
41,Pau,Pau,Torres,Aston Villa,4.3,0.5,415,8936,39,2.8,952,i
42,A.García,Andrés,García,Aston Villa,3.9,0.2,500,550,0,0.0,0,a
43,Alex Moreno,Álex,Moreno Lopera,Aston Villa,4.0,1.9,0,4794,0,0.0,0,u
44,Bogarde,Lamare,Bogarde,Aston Villa,4.0,0.6,1740,1922,20,0.8,318,a
45,Sousa,Lino,da Cruz Sousa,Aston Villa,3.9,0.3,313,526,0,0.0,0,a
46,Yasin,Yasin,Özcan,Aston Villa,4.0,0.1,0,176,0,0.0,0,u
47,Rogers,Morgan,Rogers,Aston Villa,7.1,13.4,365365,28922,76,8.2,1426,a
48,Tielemans,Youri,Tielemans,Aston Villa,5.9,0.7,7662,2000,26,2.8,691,a
49,Bailey,Leon,Bailey,Aston Villa,5.5,0.1,0,68,0,0.0,0,u
50,Buendía,Emiliano,Buendía Stati,Aston Villa,5.3,0.5,4420,8544,49,2.0,555,a
51,Iling Jr,Samuel,Iling-Junior,Aston Villa,5.5,0.0,0,14,0,0.0,0,u
53,Malen,Donyell,Malen,Aston Villa,5.1,0.9,4886,9856,47,3.0,514,a
54,McGinn,John,McGinn,Aston Villa,5.4,0.7,5502,5102,45,3.0,1234,a
55,Barkley,Ross,Barkley,Aston Villa,4.8,0.0,20,231,15,1.0,114,i
56,Barrenechea,Enzo,Barrenechea,Aston Villa,5.0,0.0,0,1,0,0.0,0,u
57,Dobbin,Lewis,Dobbin,Aston Villa,5.0,0.0,0,12,0,0.0,0,u
58,Kamara,Boubacar,Kamara,Aston Villa,4.9,0.6,13476,5649,51,5.6,1070,a
59,Onana,Amadou,Onana,Aston Villa,4.8,0.8,6593,3702,40,3.2,727,a
60,Broggio,Ben,Broggio,Aston Villa,4.5,0.3,894,958,0,0.0,0,a
61,Dendoncker,Leander,Dendoncker,Aston Villa,4.5,0.1,0,173,0,0.0,0,u
62,Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,Aston Villa,4.5,0.1,210,191,0,0.0,0,a
63,Young,Kadan,Young,Aston Villa,4.3,0.6,5642,2231,0,0.0,0,a
64,Watkins,Ollie,Watkins,Aston Villa,8.5,7.6,24866,33797,50,4.6,1193,a
65,Redmond,Zépiqueno,Redmond,Aston Villa,4.5,0.3,0,430,0,0.0,0,u
389,Elliott,Harvey,Elliott,Aston Villa,5.2,0.2,332,691,4,0.0,97,a
456,Sancho,Jadon,Sancho,Aston Villa,5.8,0.2,137,1812,7,0.6,126,n
677,Guessand,Evann,Guessand,Aston Villa,6.2,0.0,418,266,22,1.6,505,a
688,Wright,James,Wright,Aston Villa,3.9,0.6,1754,1364,0,0.0,0,a
701,Rowe,Triston,Rowe,Aston Villa,4.0,0.1,0,123,0,0.0,0,u
702,Burrowes,Bradley,Burrowes,Aston Villa,4.4,0.1,154,184,1,0.0,16,a
703,Proctor,Sam,Proctor,Aston Villa,3.9,0.5,9634,1136,0,0.0,0,a
710,Patterson,Travis,Patterson,Aston Villa,3.9,0.2,193,635,0,0.0,0,a
719,Lindelöf,Victor,Lindelöf,Aston Villa,4.5,0.1,792,187,8,1.0,115,a
754,George Hemmings,George,Hemmings,Aston Villa,4.5,0.0,59,24,0,0.0,0,a
757,Hollingshead,Ronnie,Hollingshead,Aston Villa,4.0,0.0,115,40,0,0.0,0,a
183,Weiss,Max,Weiß,Burnley,4.3,0.1,205,236,0,0.0,0,a
184,Green,Etienne,Green,Burnley,4.0,0.2,0,428,0,0.0,0,u
185,Hladký,Václav,Hladký,Burnley,3.9,0.2,500,372,0,0.0,0,a
186,Roberts,Connor,Roberts,Burnley,4.4,0.0,23,48,0,0.0,0,i
187,Walker,Kyle,Walker,Burnley,4.4,1.2,1828,3640,34,1.0,1350,a
188,Delcroix,Hannes,Delcroix,Burnley,3.8,0.3,1353,789,0,0.0,0,a
189,Dodgson,Owen,Dodgson,Burnley,4.0,0.0,0,12,0,0.0,0,u
190,Ekdal,Hjalmar,Ekdal,Burnley,3.9,0.8,785,2652,26,1.2,803,a
191,Estève,Maxime,Estève,Burnley,3.9,11.4,23509,24419,42,2.8,1432,a
192,Hartman,Quilindschy,Hartman,Burnley,4.0,1.0,5825,3761,46,2.0,1337,a
193,Humphreys,Bashir,Humphreys,Burnley,3.9,0.1,27,243,0,0.0,2,i
194,Jordan,Jordan,Beyer,Burnley,4.0,0.1,19,91,0,0.0,0,i
195,Lucas Pires,Lucas,Pires Silva,Burnley,3.8,0.2,1676,661,-2,-0.6,51,a
196,Sambo,Shurandy,Sambo,Burnley,4.0,0.0,0,44,0,0.0,0,u
197,Sonne,Oliver,Sonne,Burnley,3.8,0.3,11779,591,10,1.4,115,a
198,Tuanzebe,Axel,Tuanzebe,Burnley,3.9,1.3,63,10139,18,0.4,706,n
199,Worrall,Joe,Worrall,Burnley,3.9,0.2,144,373,5,0.2,64,a
200,Anthony,Jaidon,Anthony,Burnley,5.2,2.5,1957,30059,58,1.8,1046,a
201,Benson,Manuel,Benson Hedilazio,Burnley,5.4,0.0,0,11,0,0.0,0,u
202,Bruun Larsen,Jacob,Bruun Larsen,Burnley,5.3,0.0,142,146,23,1.4,646,a
203,Boateng,Enock,Agyei,Burnley,4.7,0.0,224,107,0,0.0,0,a
204,Churlinov,Darko,Churlinov,Burnley,4.9,0.0,0,16,0,0.0,0,u
205,Cullen,Josh,Cullen,Burnley,5.0,1.9,9423,12840,67,2.8,1371,a
206,Edwards,Marcus,Edwards,Burnley,4.7,0.1,350,176,6,0.6,83,a
207,Hannibal,Hannibal,Mejbri,Burnley,4.8,0.1,33,604,22,0.2,395,n
208,Koleosho,Luca,Koleosho,Burnley,5.0,0.0,0,7,0,0.0,0,u
209,Laurent,Josh,Laurent,Burnley,4.8,0.0,61,73,17,0.4,603,a
210,Tchaouna,Loum,Tchaouna,Burnley,4.9,0.0,79,146,28,1.2,629,a
211,A.Ramsey,Aaron,Ramsey,Burnley,4.4,1.7,0,4025,0,0.0,0,u
212,Adewumi,Oluwaseun,Adewumi,Burnley,4.5,0.0,0,16,0,0.0,0,u
213,Banel,Jaydon,Banel,Burnley,4.5,0.0,247,182,0,0.0,0,a
214,Trésor,Mike,Trésor Ndayishimiye,Burnley,4.4,0.1,309,252,1,0.2,7,a
215,Flemming,Zian,Flemming,Burnley,5.3,0.7,10184,9698,40,3.0,594,a
216,Amdouni,Zeki,Amdouni,Burnley,4.8,0.0,70,56,0,0.0,0,i
217,Foster,Lyle,Foster,Burnley,5.0,1.1,283,18021,36,1.6,866,n
218,Barnes,Ashley,Barnes,Burnley,4.3,1.2,4299,4259,1,0.0,7,a
219,Obafemi,Michael,Obafemi,Burnley,4.4,0.1,0,231,0,0.0,0,u
470,Dúbravka,Martin,Dúbravka,Burnley,4.0,33.5,26312,29998,44,1.8,1440,a
676,Ugochukwu,Lesley,Ugochukwu,Burnley,5.0,0.1,2061,720,47,3.0,880,a
680,Broja,Armando,Broja,Burnley,5.2,0.1,1912,665,12,1.4,286,a
722,Florentino,Florentino Ibrain,Morris Luís,Burnley,5.0,0.0,112,519,41,2.6,1009,a
66,Neto,Norberto,Murara Neto,Bournemouth,4.5,0.1,0,118,0,0.0,0,u
67,Petrović,Đorđe,Petrović,Bournemouth,4.5,5.6,25677,9391,53,2.6,1440,a
68,Dennis,Will,Dennis,Bournemouth,4.0,0.9,694,1438,0,0.0,0,a
69,McKenna,Callan,McKenna,Bournemouth,4.0,0.2,150,312,0,0.0,0,a
70,Paulsen,Alex,Paulsen,Bournemouth,4.0,0.1,0,121,0,0.0,0,u
71,Zabarnyi,Illia,Zabarnyi,Bournemouth,5.0,0.0,0,11,0,0.0,0,u
72,Senesi,Marcos,Senesi Barón,Bournemouth,4.9,16.4,69045,62006,72,2.8,1308,a
73,Smith,Adam,Smith,Bournemouth,4.4,0.2,1869,303,19,2.0,476,a
74,Truffert,Adrien,Truffert,Bournemouth,4.5,2.3,23547,5998,56,2.2,1412,a
75,Akinmboni,Matai,Akinmboni,Bournemouth,3.8,0.2,284,544,0,0.0,0,d
76,Bevan,Owen,Bevan,Bournemouth,3.9,0.2,168,281,0,0.0,0,a
77,Hill,James,Hill,Bournemouth,3.9,0.7,1112,1866,19,0.4,302,a
78,J.Araujo,Julián,Araujo Zúñiga,Bournemouth,3.8,0.7,3601,1586,0,0.0,0,a
79,Mepham,Chris,Mepham,Bournemouth,4.0,0.1,0,114,0,0.0,0,u
80,Soler,Julio,Soler Barreto,Bournemouth,4.0,0.2,1032,557,2,0.2,21,a
81,Kluivert,Justin,Kluivert,Bournemouth,7.0,0.8,10803,2967,26,1.6,643,a
82,Semenyo,Antoine,Semenyo,Bournemouth,7.6,43.6,302625,116380,89,2.8,1350,a
84,Tavernier,Marcus,Tavernier,Bournemouth,5.6,2.3,90438,7628,73,5.2,1246,a
85,Adams,Tyler,Adams,Bournemouth,5.0,0.4,1798,3687,50,2.6,1196,d
86,Brooks,David,Brooks,Bournemouth,5.0,0.2,633,572,24,0.6,645,a
87,Christie,Ryan,Christie,Bournemouth,4.9,0.1,10,236,17,0.2,271,i
88,Cook,Lewis,Cook,Bournemouth,4.9,0.0,327,88,7,0.4,214,a
89,Philip,Philip,Billing,Bournemouth,4.9,0.0,0,19,0,0.0,0,u
90,Scott,Alex,Scott,Bournemouth,5.0,0.3,1745,1257,48,2.4,1071,a
91,Sinisterra,Luis,Sinisterra Lucumí,Bournemouth,5.0,0.0,0,16,0,0.0,0,u
92,Faivre,Romain,Faivre,Bournemouth,4.5,0.1,0,123,0,0.0,0,u
93,H.Traorè,Hamed,Traorè,Bournemouth,4.5,0.3,0,777,4,0.0,16,u
94,Sadi,Dominic,Sadi,Bournemouth,4.5,0.0,0,67,0,0.0,0,u
95,Silcott-Duberry,Zain,Silcott-Duberry,Bournemouth,4.4,0.1,0,188,0,0.0,0,u
96,Winterburn,Ben,Winterburn,Bournemouth,4.5,0.0,0,58,1,0.0,6,u
97,Evanilson,Francisco Evanilson,de Lima Barbosa,Bournemouth,7.0,1.7,39762,5098,44,3.8,1082,a
98,Enes Ünal,Enes,Ünal,Bournemouth,5.4,0.0,791,514,9,1.6,34,a
99,Adu-Adjei,Daniel,Adu-Adjei,Bournemouth,4.4,0.2,0,304,0,0.0,0,u
100,Kroupi.Jr,Junior,Kroupi,Bournemouth,4.6,4.0,53690,23386,40,2.0,418,a
391,Gannon-Doak,Ben,Gannon-Doak,Bournemouth,4.8,0.0,6,89,7,0.0,53,i
685,Diakité,Bafodé,Diakité,Bournemouth,4.4,0.4,3454,1076,41,2.2,1125,a
687,Rees-Dottin,Remy,Rees-Dottin,Bournemouth,4.4,0.1,126,282,0,0.0,0,a
697,Adli,Amine,Adli,Bournemouth,5.4,0.0,372,284,18,2.0,384,a
713,A.Jimenez,Álex,Jiménez Sánchez,Bournemouth,4.5,0.1,3167,193,22,2.8,707,a
721,Milosavljević,Veljko,Milosavljevic,Bournemouth,4.5,0.0,8,276,17,0.8,365,i
756,DaCosta,Malcom,DaCosta,Bournemouth,4.5,0.0,176,53,0,0.0,0,a
27,Nelson,Reiss,Nelson,Brentford,4.8,0.1,24,318,3,0.2,31,d
83,O.Dango,Dango,Ouattara,Brentford,6.0,1.2,360,92956,64,5.0,1061,n
101,Kelleher,Caoimhín,Kelleher,Brentford,4.5,8.2,24513,12141,43,2.2,1440,a
102,Balcombe,Ellery,Balcombe,Brentford,4.0,0.3,183,416,0,0.0,0,a
103,Cox,Matthew,Cox,Brentford,3.9,0.2,1923,268,0,0.0,0,a
104,Eyestone,Julian,Eyestone,Brentford,3.9,0.1,238,355,0,0.0,0,a
105,Valdimarsson,Hákon Rafn,Valdimarsson,Brentford,3.9,0.7,667,1148,0,0.0,0,a
106,Collins,Nathan,Collins,Brentford,4.9,1.6,12307,3900,45,2.6,1366,a
107,Lewis-Potter,Keane,Lewis-Potter,Brentford,4.8,0.3,3414,716,30,1.8,550,a
108,Ajer,Kristoffer,Ajer,Brentford,4.4,0.2,555,530,24,1.0,611,a
109,Henry,Rico,Henry,Brentford,4.3,0.1,919,292,14,1.6,352,a
110,Kayode,Michael,Kayode,Brentford,4.5,0.7,7470,1659,43,1.8,1387,a
111,Pinnock,Ethan,Pinnock,Brentford,4.2,0.1,699,402,4,0.8,228,a
112,Roerslev,Mads,Roerslev Rasmussen,Brentford,4.5,0.0,0,8,0,0.0,0,u
113,Van den Berg,Sepp,van den Berg,Brentford,4.5,1.2,11092,2250,45,2.2,1440,a
114,Arthur,Benjamin,Arthur,Brentford,3.9,0.2,234,348,0,0.0,0,a
115,Fredrick,Benjamin,Fredrick,Brentford,4.0,0.1,0,130,0,0.0,0,u
116,Hickey,Aaron,Hickey,Brentford,4.0,0.5,10081,1103,24,3.2,410,a
117,Ji-soo,Kim,Ji-soo,Brentford,3.9,0.1,0,139,0,0.0,0,u
118,Meghoma,Jayden,Meghoma,Brentford,4.0,0.0,0,55,0,0.0,0,u
120,Schade,Kevin,Schade,Brentford,7.0,0.7,16557,5481,47,1.4,1233,a
121,Damsgaard,Mikkel,Damsgaard,Brentford,5.8,0.6,5037,3880,43,2.0,1002,a
122,Milambo,Antoni,Milambo,Brentford,5.2,0.0,11,38,1,0.0,45,i
123,Carvalho,Fábio,Freitas Gouveia Carvalho,Brentford,4.7,0.1,21,639,13,0.0,100,i
124,Henderson,Jordan,Henderson,Brentford,5.0,0.5,12479,2563,53,4.8,1218,d
125,Janelt,Vitaly,Janelt,Brentford,4.9,0.0,247,80,16,1.2,308,a
126,Jensen,Mathias,Jensen,Brentford,4.9,0.1,886,305,30,1.8,477,a
127,Nunes,Gustavo,Nunes Fernandes Gomes,Brentford,4.9,0.0,121,52,0,0.0,0,a
128,Onyeka,Frank,Onyeka,Brentford,4.8,0.0,11,314,12,0.0,88,n
129,Yarmoliuk,Yehor,Yarmoliuk,Brentford,5.0,0.1,230,287,39,1.2,1127,a
130,Donovan,Romelle,Donovan,Brentford,4.4,0.1,484,342,0,0.0,0,a
131,Konak,Yunus Emre,Konak,Brentford,4.3,0.2,1159,997,0,0.0,0,a
132,Maghoma,Paris,Maghoma,Brentford,4.5,0.0,374,149,0,0.0,0,a
133,Peart-Harris,Myles,Peart-Harris,Brentford,4.4,0.0,96,94,0,0.0,0,a
134,Trevitt,Ryan,Trevitt,Brentford,4.5,0.0,0,9,0,0.0,0,u
136,Thiago,Igor Thiago,Nascimento Rodrigues,Brentford,7.2,38.6,198155,166765,82,4.4,1311,d
137,Morgan,Iwan,Morgan,Brentford,4.4,0.4,1837,1400,0,0.0,0,a
748,Dasilva,Josh,Dasilva,Brentford,4.9,0.0,3,10,0,0.0,0,i
138,Steele,Jason,Steele,Brighton,4.2,0.3,259,469,0,0.0,0,a
139,Verbruggen,Bart,Verbruggen,Brighton,4.4,5.1,27332,10559,45,3.8,1440,a
140,McGill,Tom,McGill,Brighton,3.9,0.3,712,420,0,0.0,0,a
141,Rushworth,Carl,Rushworth,Brighton,4.0,0.0,0,1,0,0.0,0,u
142,Scherpen,Kjell,Scherpen,Brighton,4.0,0.0,0,2,0,0.0,0,u
143,Boscagli,Olivier,Boscagli,Brighton,4.2,0.1,281,151,1,0.2,52,a
144,Coppola,Diego,Coppola,Brighton,4.2,0.1,82,134,3,0.0,17,a
145,De Cuyper,Maxim,De Cuyper,Brighton,4.3,2.1,15100,7288,40,4.8,700,a
146,Dunk,Lewis,Dunk,Brighton,4.5,0.9,297,17323,37,1.6,1395,s
147,Estupiñan,Pervis,Estupiñán Tenorio,Brighton,4.5,0.0,0,5,0,0.0,0,u
148,F.Kadıoğlu,Ferdi,Kadıoğlu,Brighton,4.4,0.2,2535,929,34,2.4,1152,a
150,Lamptey,Tariq,Lamptey,Brighton,4.4,0.1,0,152,0,0.0,0,u
151,Van Hecke,Jan Paul,van Hecke,Brighton,4.6,4.3,72044,12309,66,5.2,1440,a
152,Veltman,Joël,Veltman,Brighton,4.3,0.1,372,281,10,0.6,358,a
153,Webster,Adam,Webster,Brighton,4.4,0.0,16,16,0,0.0,0,i
154,Cashin,Eiran,Cashin,Brighton,4.0,0.0,0,8,0,0.0,0,u
155,Slater,Jacob,Slater,Brighton,4.0,0.1,0,123,0,0.0,0,u
156,Tasker,Charlie,Tasker,Brighton,3.9,0.1,175,244,0,0.0,0,a
157,Mitoma,Mitoma,Kaoru,Brighton,6.1,1.8,6526,1902,21,0.2,534,a
158,Georginio,Georginio,Rutter,Brighton,5.6,0.4,4519,1602,46,3.2,992,a
159,March,Solly,March,Brighton,5.8,0.0,15,30,0,0.0,0,i
160,Minteh,Yankuba,Minteh,Brighton,6.1,7.1,55865,99743,71,4.2,1371,a
161,Enciso,Julio,Enciso Espínola,Brighton,5.4,0.0,0,4,0,0.0,0,u
162,Gruda,Brajan,Gruda,Brighton,5.4,0.1,400,175,25,1.2,382,a
163,Hinshelwood,Jack,Hinshelwood,Brighton,5.1,0.0,680,261,23,3.8,338,a
164,O'Riley,Matt,O'Riley,Brighton,5.5,0.4,0,303,12,0.0,177,u
165,Sima,Abdallah,Sima,Brighton,5.4,0.0,0,12,0,0.0,0,u
166,Ayari,Yasin,Ayari,Brighton,4.8,0.2,850,941,37,1.6,1077,a
167,Baleba,Carlos,Baleba,Brighton,4.6,1.6,402,17706,25,1.8,894,n
169,Gomez,Diego,Gómez Amarilla,Brighton,4.9,0.2,131,4738,36,1.6,956,s
170,Milner,James,Milner,Brighton,4.9,0.1,436,143,16,0.2,190,a
171,Sarmiento,Jeremy,Sarmiento Morante,Brighton,4.9,0.0,0,12,0,0.0,0,u
172,Watson,Tom,Watson,Brighton,4.8,0.0,133,117,2,0.0,40,a
173,Wieffer,Mats,Wieffer,Brighton,4.9,0.4,4636,3247,56,4.0,1089,a
174,Yalcouye,Malick,Yalcouyé,Brighton,5.0,0.0,0,4,0,0.0,0,u
175,Knight,Joe,Knight,Brighton,4.4,0.1,300,276,1,0.0,1,a
176,Mazilu,Adrian,Mazilu,Brighton,4.5,0.0,0,36,0,0.0,0,u
177,Moran,Andrew,Moran,Brighton,4.5,0.0,0,25,0,0.0,0,u
178,Welbeck,Danny,Welbeck,Brighton,6.5,7.9,41014,125415,59,2.8,984,a
179,Ferguson,Evan,Ferguson,Brighton,5.5,0.0,0,2,0,0.0,0,u
180,Tzimas,Stefanos,Tzimas,Brighton,5.3,0.1,25,564,16,1.2,132,i
181,Kostoulas,Charalampos,Kostoulas,Brighton,4.8,0.3,2010,1398,11,0.6,68,a
744,Oriola,Nehemiah,Oriola,Brighton,4.5,0.0,163,95,1,0.0,1,a
168,Buonanotte,Facundo,Buonanotte,Chelsea,4.6,0.1,267,288,1,0.0,45,a
220,Sánchez,Robert,Lynch Sánchez,Chelsea,4.9,14.9,58040,22070,63,5.2,1354,a
221,Jörgensen,Filip,Jörgensen,Chelsea,4.3,0.2,222,423,1,0.0,84,a
222,Penders,Mike,Penders,Chelsea,4.0,0.0,0,2,0,0.0,0,u
223,Slonina,Gabriel,Słonina,Chelsea,3.9,0.1,251,298,0,0.0,0,a
224,Cucurella,Marc,Cucurella Saseta,Chelsea,6.2,23.2,42177,63188,69,4.0,1346,a
225,James,Reece,James,Chelsea,5.6,9.1,41772,29883,67,4.2,1021,a
226,Chalobah,Trevoh,Chalobah,Chelsea,5.5,18.3,260156,23211,91,7.2,1290,a
227,Colwill,Levi,Samuels Colwill,Chelsea,4.8,0.1,25,85,0,0.0,0,i
228,Gusto,Malo,Gusto,Chelsea,5.0,2.5,100231,4581,68,5.8,887,a
229,B.Badiashile,Benoît,Badiashile Mukinayi,Chelsea,4.4,0.0,114,131,0,0.0,155,a
230,Fofana,Wesley,Fofana,Chelsea,4.4,0.4,13343,1189,37,4.4,577,a
231,M.Sarr,Mamadou,Sarr,Chelsea,4.5,0.0,0,7,0,0.0,0,u
232,Tosin,Tosin,Adarabioyo,Chelsea,4.1,0.3,1515,1645,27,2.6,557,a
233,Acheampong,Josh,Acheampong,Chelsea,3.9,1.4,1797,8058,27,0.0,348,a
234,Anselmino,Aarón,Anselmino,Chelsea,4.0,0.1,0,48,0,0.0,0,u
235,Palmer,Cole,Palmer,Chelsea,10.4,11.0,113512,12475,19,1.6,287,a
236,Neto,Pedro,Lomba Neto,Chelsea,7.3,9.4,76708,51356,76,4.8,1234,a
237,Enzo,Enzo,Fernández,Chelsea,6.6,10.9,30834,127587,69,4.2,1330,a
238,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,Chelsea,6.5,2.3,9042,43180,32,0.6,449,i
239,Gittens,Jamie,Bynoe-Gittens,Chelsea,6.1,0.1,352,614,21,2.4,423,a
240,Nkunku,Christopher,Nkunku,Chelsea,5.9,0.1,0,56,0,0.0,0,u
241,Caicedo,Moisés,Caicedo Corozo,Chelsea,5.7,8.9,24957,50625,58,-0.4,982,a
243,George,Tyrique,George,Chelsea,4.8,0.1,159,163,4,0.0,142,a
244,Lavia,Roméo,Lavia,Chelsea,4.9,0.0,7,54,4,0.0,105,i
245,Mudryk,Mykhailo,Mudryk,Chelsea,4.9,0.0,22,18,0,0.0,0,s
246,Andrey Santos,Andrey,Nascimento dos Santos,Chelsea,4.5,0.3,2142,1817,15,1.6,425,a
247,D.Essugo,Dário,Luís Essugo,Chelsea,4.3,0.1,72,320,0,0.0,0,i
248,Paez,Kendry,Páez Andrade,Chelsea,4.5,0.0,0,1,0,0.0,0,u
249,João Pedro,João Pedro,Junqueira de Jesus,Chelsea,7.3,30.7,19397,273299,66,1.4,1260,a
250,Delap,Liam,Delap,Chelsea,6.2,0.9,91,3175,12,1.2,346,i
251,N.Jackson,Nicolas,Jackson,Chelsea,6.5,0.1,0,38,0,0.0,0,u
252,Marc Guiu,Marc,Guiu Paz,Chelsea,4.2,8.0,52749,32608,12,1.0,247,a
453,Garnacho,Alejandro,Garnacho Ferreyra,Chelsea,6.4,0.6,4660,6441,32,1.6,556,a
672,Hato,Jorrel,Hato,Chelsea,4.6,0.2,161,379,3,0.0,166,a
743,Emenalo,Landon,Emenalo,Chelsea,4.5,0.0,68,80,0,0.0,0,a
253,Henderson,Dean,Henderson,Crystal Palace,5.1,8.9,34031,15038,64,3.8,1440,a
254,Benitez,Walter,Benítez,Crystal Palace,4.0,0.3,305,422,0,0.0,0,a
255,Matthews,Remi,Matthews,Crystal Palace,3.9,0.1,198,133,0,0.0,0,a
256,Muñoz,Daniel,Muñoz Mejía,Crystal Palace,5.9,10.9,3146,525004,89,5.8,1260,i
257,Lacroix,Maxence,Lacroix,Crystal Palace,5.2,7.2,79847,23970,81,5.0,1440,a
258,Mitchell,Tyrick,Mitchell,Crystal Palace,5.0,2.5,13475,7913,71,3.2,1434,a
259,Sosa,Borna,Sosa,Crystal Palace,4.8,0.1,415,209,1,0.0,1,a
260,Guéhi,Marc,Guéhi,Crystal Palace,5.3,41.0,255960,20058,92,5.6,1350,a
261,Richards,Chris,Richards,Crystal Palace,4.6,4.3,33741,8217,73,4.2,1432,a
262,Chadi Riad,Chadi,Riad Dnanou,Crystal Palace,4.0,0.0,9,208,0,0.0,0,d
263,Clyne,Nathaniel,Clyne,Crystal Palace,3.8,0.7,11690,1378,4,0.6,156,a
264,Holding,Rob,Holding,Crystal Palace,4.0,0.0,0,23,0,0.0,0,u
